order_item_id,order_id,product_id,quantity,unit_price
73,7545,40,3,39227.53
74,1691,256,5,5874.19
75,3495,504,2,7853.99
76,4870,467,1,43738.34
77,652,802,2,42195.23
78,7574,599,3,11415.24
79,5813,924,4,20603.89
80,5752,805,4,22433.53
81,360,271,3,8078.58
82,6025,213,3,12955.42
83,5815,903,4,6584.58
84,7419,768,2,13624.38
85,5108,161,4,48395.52
86,7565,957,5,41251.94
87,7297,396,5,7108.33
88,8,488,5,35121.52
89,3904,613,2,22536.69
90,4550,310,5,3237.79
91,3939,887,1,29359.73
92,4090,923,2,21116.6
93,7700,127,2,5874.88
94,1695,14,3,21208.61
95,6301,606,5,1992.43
96,2120,787,4,39131.41
97,4018,929,3,33734.07
98,7073,789,2,29350.83
99,1780,400,5,20432.18
100,7494,960,5,10364.82
101,2832,623,3,25139.01
102,7265,791,3,23179.36
103,5440,591,4,22848.9
104,1013,335,1,16227.59
105,668,836,5,26000.01
106,3662,177,5,5422.24
107,4701,110,4,24552.05
108,4702,288,5,33990.15
109,7227,856,4,40443.3
110,1527,674,4,18203.59
111,2403,132,5,46204.36
112,92,89,5,24803.1
113,1568,459,3,44433.45
114,1262,659,3,47640.29
115,2910,406,3,29289.58
116,845,822,4,39520.09
117,3087,684,5,22504.26
118,4969,969,4,28040.19
119,520,619,5,44202.55
120,7673,337,4,4712.45
121,5295,112,2,42612.21
122,7745,616,5,30398.44
123,1078,66,5,39548.11
124,956,38,2,29220
125,4604,886,5,44578.51
126,2955,220,1,38349.92
127,5237,421,2,6138.35
128,3435,255,1,26064.06
129,6338,820,3,15775.82
130,804,490,2,28567.07
131,1000,187,5,11986.76
132,2474,591,1,28370.41
133,2292,809,3,41572.81
134,3788,388,2,4662.77
135,3828,857,3,47318.65
136,7622,729,4,47015.94
137,755,933,1,46682.6
138,2449,856,1,31917.45
139,7351,914,4,49627.06
140,2905,909,4,20669.59
141,7793,245,2,25166.53
142,4382,463,4,36113.25
143,1809,785,1,17157.67
144,93,131,1,28548.32
145,2928,67,4,19190.56
146,4970,843,2,49060.58
147,7894,979,1,7564.97
148,5598,928,4,21280.79
149,5775,346,4,36619.69
150,5069,175,5,37646.26
151,1760,528,2,35602.1
152,6282,253,2,22337.1
153,5348,80,5,37767.66
154,1883,586,2,14068.93
155,1348,686,5,15583.72
156,2559,21,5,2672.06
157,4265,238,4,45877.6
158,1496,215,3,31792.67
159,3645,651,4,39391.82
160,1302,321,3,4487.94
161,2998,878,3,27047.28
162,6034,815,5,22512.79
163,6334,856,2,11200.72
164,6046,64,5,514.71
165,4532,586,2,18055.6
166,4015,110,4,34145.15
167,1414,728,5,36340.47
168,4411,223,3,39787.02
169,4986,968,4,23354.24
170,4954,140,4,20922.05
171,4482,361,5,7764.93
172,7808,916,4,31803.66
173,3201,578,3,16101.25
174,1388,221,3,49580.61
175,1,514,2,47034.43
176,2234,958,5,4514.36
177,1631,701,2,36172.27
178,7137,20,4,31731.62
179,2371,944,1,40937.38
180,4098,507,5,26756.09
181,6400,140,3,28667.48
182,4872,755,2,41028.47
183,1322,669,4,44632.7
184,5387,165,2,28317.48
185,2333,233,1,45309.83
186,5138,696,3,14124.71
187,3877,271,4,7198.47
188,1683,699,4,11053.75
189,1384,293,4,12930.91
190,4460,357,5,18635.01
191,795,484,5,13183.16
192,6510,822,3,2324.75
193,3760,249,3,20464.7
194,2321,107,5,2341.35
195,1304,723,5,13694.47
196,3671,663,1,29924.24
197,4908,319,1,15329.56
198,3597,529,5,290.06
199,3853,754,1,26345.57
200,2058,237,3,43090.13
201,1582,669,2,32461.1
202,6276,267,1,43299.5
203,759,980,3,34533.81
204,1028,826,3,33213.74
205,490,638,5,33594.46
206,4116,126,4,31807.23
207,4766,286,4,36182.6
208,1607,609,4,29748.91
209,2954,904,1,33698.75
210,7546,553,2,44182.15
211,2834,60,4,42144.38
212,3893,862,3,18099.6
213,1521,620,3,14823.49
214,6053,188,2,3674.26
215,2429,687,2,17216.84
216,5478,807,1,40971.71
217,1487,843,1,23737.16
218,744,561,4,25236.97
219,7476,148,5,665.68
220,1928,234,2,12510.54
221,653,726,5,49127.38
222,205,187,4,11304.98
223,4711,254,4,27557.12
224,7848,139,3,11837.12
225,7664,901,4,38570.86
226,3948,46,4,37516.99
227,6460,635,4,33709.37
228,3237,500,4,21894.01
229,5827,373,1,42020.05
230,4889,827,2,9247.37
231,2792,830,1,19327.71
232,286,442,2,1125.82
233,1359,475,2,140.6
234,6141,17,4,29356.27
235,5861,274,1,37017.72
236,7973,555,3,40461.35
237,152,711,5,43025.78
238,1671,260,2,47750.03
239,5878,482,4,39895.42
240,3985,155,1,24632.99
241,7412,199,1,24270.07
242,446,986,2,26642.97
243,6725,53,5,10064.07
244,4766,31,1,39323.1
245,3160,39,2,27769.45
246,6396,99,2,43509.86
247,506,450,1,16179.92
248,6202,493,5,12236.08
249,7678,391,1,29887.29
250,5908,427,5,44197.07
251,3797,696,3,18871.75
252,3910,495,3,13009.52
253,521,204,1,22830.31
254,2232,221,1,2036.28
255,3526,884,3,600.32
256,5819,628,5,8388.89
257,2875,740,5,6670.07
258,3325,59,4,5553.2
259,7567,406,5,23197.27
260,5589,188,1,35618.92
261,2603,93,4,18546.48
262,7393,790,2,12799.68
263,1418,106,3,5760.16
264,1414,193,1,1516.93
265,6994,276,3,18507.44
266,4535,899,1,12946.1
267,320,434,3,2947.23
268,282,145,5,21660.89
269,6656,474,2,44663.71
270,4894,24,1,38474.04
271,1018,152,5,20496.74
272,6761,192,5,10832.85
273,5553,744,5,11353.16
274,5667,354,5,7748.69
275,6361,644,4,13093.06
276,1280,764,5,13432.46
277,5383,720,2,25326.05
278,1444,45,1,36691.76
279,2001,330,3,3080.32
280,3532,687,5,21252.22
281,4502,154,2,17139.13
282,4358,840,4,10148.37
283,7790,322,5,31875.49
284,5450,257,1,19085.49
285,6425,876,1,38678.88
286,3807,281,1,3987.18
287,7852,563,3,40498.24
288,5761,3,3,8927.9
289,4023,231,2,36699.59
290,6883,880,2,42467.51
291,7833,616,5,15866.37
292,2851,336,3,8608.71
293,7198,560,5,5441.22
294,7060,861,5,31946.09
295,4810,137,4,10308.86
296,684,509,5,35705.09
297,5551,500,1,12753.79
298,1575,157,3,31901.93
299,2798,943,2,31791.56
300,5319,13,5,30496.29
301,536,31,2,571.58
302,6026,841,2,19261.78
303,4075,396,2,22871.22
304,1433,880,5,46131.91
305,3673,594,4,19913.66
306,6442,776,5,34332.94
307,2683,181,2,31127.13
308,4562,960,5,16099.6
309,7936,211,3,8722.08
310,2125,287,4,38119.13
311,2343,505,5,36432.7
312,1301,24,2,24356.43
313,6433,399,4,10153.57
314,401,793,5,2960.95
315,6530,987,1,39768.29
316,4703,993,2,46288.94
317,2960,454,5,9258.66
318,5106,352,4,15915.07
319,1640,407,5,20513.22
320,4437,98,2,19789.1
321,693,407,2,5802.94
322,1280,461,1,32497.83
323,5356,441,5,25167.1
324,7702,125,4,31467.99
325,4438,93,3,47742.84
326,3057,522,4,16759.55
327,4414,422,3,12537.08
328,6635,922,4,3399.71
329,3261,233,1,5883.4
330,6119,382,5,3467.05
331,7862,837,1,34357.36
332,2975,171,4,46385.5
333,7421,806,1,18824.89
334,7065,78,5,38815.22
335,5138,316,3,25046.58
336,5102,665,5,38826.99
337,3504,575,5,18664.97
338,2425,819,4,38782.59
339,3690,654,2,37863.88
340,4544,483,5,6334.3
341,5334,218,5,18181.02
342,5298,514,4,4739.99
343,196,595,1,38005.22
344,2454,492,3,20387.94
345,3826,575,4,27392.65
346,7702,606,5,25058.46
347,4213,195,3,24576.7
348,1354,646,3,16773.26
349,5283,887,4,28491.34
350,1243,598,5,42917.21
351,2079,985,1,40853.92
352,7742,409,4,23701.73
353,3787,975,5,39626.27
354,1234,132,1,44294.72
355,1467,452,1,38465.94
356,1310,460,1,33808.76
357,63,461,3,43559.48
358,6322,602,4,36608.87
359,4190,241,3,11517.13
360,7921,792,5,48464.99
361,503,378,3,20164.36
362,443,622,1,8895.07
363,3249,817,4,37248
364,7237,775,1,20949.15
365,2537,245,1,44052.63
366,2205,948,4,49754.91
367,6212,856,5,33067.87
368,7820,552,2,45784.12
369,331,312,5,23807.56
370,5279,593,2,36170.64
371,3762,905,4,27099.25
372,4905,56,2,33624.98
373,7834,296,1,35103.79
374,2453,968,4,21795.94
375,1757,790,4,19047.96
376,119,834,4,11813.43
377,2920,531,4,20006.09
378,4035,292,4,15689.44
379,7235,187,3,7887.46
380,449,555,2,40512.86
381,1659,305,3,46319.48
382,1140,895,3,8402.77
383,4409,870,4,14256.66
384,5386,515,2,11402.29
385,2518,192,3,37135.4
386,5728,871,4,16315.45
387,4478,848,3,41428.22
388,2582,234,4,9942.93
389,2584,737,5,44825.54
390,159,283,4,23538.17
391,7892,976,2,14216.04
392,6056,872,3,32533.29
393,5098,462,3,40267.55
394,6936,371,4,33028.9
395,2934,92,5,30884.43
396,6771,586,5,3951.55
397,5117,731,2,8129.76
398,702,584,1,27261.28
399,3518,302,4,46971.71
400,611,791,1,39049.46
401,3160,256,4,35405.16
402,6676,154,2,21760.65
403,7299,237,4,10444.26
404,1000,977,3,11605.7
405,2390,511,3,45854.36
406,3773,444,5,5525
407,80,303,3,35976.24
408,5175,730,2,47680.75
409,3688,561,2,43656.3
410,5793,689,2,17620.42
411,4862,553,5,14613.27
412,6964,606,5,31099.87
413,3247,96,3,44574.54
414,358,572,4,3523.88
415,4317,178,2,20815.91
416,1366,937,4,29029.23
417,6598,485,1,47871.89
418,5512,888,2,37232.47
419,7952,286,1,11638.06
420,5859,986,4,45311.07
421,611,275,2,1697.82
422,2465,837,2,34814.56
423,7331,623,1,1037.2
424,4087,582,1,5267.95
425,2279,50,5,20545.98
426,7452,973,3,11151.58
427,1920,301,3,36706.92
428,6786,189,2,8509.85
429,4636,60,5,36531.16
430,2678,780,1,12168.51
431,7938,871,2,28172.75
432,5215,185,5,27587.68
433,111,11,4,4645.49
434,6526,372,3,40920.13
435,1708,364,4,42041.55
436,3715,257,1,607.05
437,2285,46,3,19709.17
438,2784,327,3,16663.64
439,287,453,4,39099.59
440,7532,528,1,36477.39
441,6953,795,4,14702.55
442,2329,862,1,42317.3
443,4679,940,3,34989.82
444,2238,931,1,43450.42
445,3066,722,4,32663.89
446,3412,689,5,22463.75
447,149,99,1,387.82
448,4389,448,4,18350.15
449,2799,442,1,44689.63
450,6578,518,1,6049.55
451,7018,852,3,1495.56
452,7706,715,4,38037.2
453,758,80,5,38626.9
454,3779,679,2,11666.57
455,4780,791,3,36857.38
456,2811,61,2,18921.69
457,6784,540,5,40017.23
458,3422,607,3,6111.29
459,5397,809,2,43814.09
460,903,603,2,42913.77
461,1214,3,5,27607.42
462,3072,804,5,46083.34
463,6560,287,3,40066.21
464,3284,471,4,13008.24
465,5427,84,2,44538.82
466,69,448,4,14959.11
467,4474,113,1,13860.33
468,1080,237,2,49389.4
469,2464,381,5,35948.26
470,4060,918,5,14893.04
471,1905,915,3,6349.1
472,3878,398,4,16183.89
473,3352,984,5,42269.21
474,3684,379,4,40257.61
475,4095,369,4,49693.75
476,7608,840,5,32308.83
477,7390,454,4,17573.05
478,1250,326,3,45451.47
479,3673,954,2,31542.81
480,5506,792,1,41729.06
481,842,203,3,44326.09
482,1728,521,5,9638.01
483,4507,387,4,24284.45
484,585,821,4,34306.24
485,1566,832,5,28775.47
486,4452,958,1,46388.3
487,3402,38,2,41194.74
488,4680,104,2,785.13
489,7237,852,1,28006.97
490,4378,85,5,26258.08
491,122,827,3,28070.78
492,4258,573,2,25625.83
493,86,53,1,14100.56
494,7619,251,1,45347.92
495,5931,277,4,7004.04
496,399,878,2,15964.28
497,1208,333,4,23633.39
498,445,990,4,6370.63
499,4059,904,1,15030.91
500,2835,654,4,25338.15
501,1551,783,5,18199.72
502,2139,615,2,10642.94
503,1580,46,4,24875.81
504,7066,250,1,34047.58
505,2661,620,1,33397.72
506,1804,620,5,12460.69
507,6609,665,1,33138.51
508,5991,802,1,3507.87
509,2491,994,2,42439.12
510,235,174,1,46065.67
511,3133,1000,2,17095.58
512,7981,852,1,21356.04
513,7169,457,1,47466.92
514,3844,417,5,2336.36
515,4386,661,4,4243.93
516,6824,350,5,13464.28
517,7209,572,3,30017.75
518,2351,102,1,34808
519,5754,543,1,41903.78
520,6113,131,4,3723.58
521,5442,989,4,48403.02
522,166,948,5,24101.22
523,7333,747,2,13945.82
524,4469,9,2,3922.66
525,3018,342,1,49935.64
526,1523,363,4,24668.61
527,1688,399,4,26952.41
528,4896,223,4,11688.86
529,2028,462,5,47776.54
530,1019,279,4,20133.51
531,1596,510,2,15539.36
532,5357,609,5,21862.61
533,2399,33,5,35915.41
534,1745,843,5,5261.91
535,951,715,2,23139.62
536,5659,901,2,10394.35
537,3166,963,3,15423.13
538,752,251,5,31472.48
539,527,784,1,32317.08
540,3377,202,2,37151.7
541,6224,487,4,44064.78
542,3938,266,1,24222.72
543,2405,23,5,23619.15
544,1728,369,4,43991.43
545,2033,180,1,9587.23
546,2398,261,4,14782.71
547,1809,101,1,20107.39
548,7030,331,1,23291.17
549,1720,507,5,4900.22
550,7553,470,5,32823.13
551,6402,342,2,1874.6
552,3879,519,1,6561.53
553,3342,978,4,19277.23
554,6343,143,1,44100.34
555,3582,917,3,40497.58
556,524,309,3,40344.47
557,3227,250,4,35580.67
558,5303,985,4,48033.33
559,7607,652,2,20451.44
560,6230,79,3,37125.66
561,4097,626,3,17965.7
562,6202,296,4,4465.72
563,1554,137,5,2084.84
564,6102,153,3,41583.32
565,7229,600,5,16922.36
566,3055,288,3,24032.73
567,2318,534,5,34028.46
568,4726,398,2,728.36
569,1877,666,2,21179.96
570,5734,978,3,16627.51
571,5814,210,3,34791.56
572,6743,574,3,39204.93
573,2277,249,3,2531.27
574,7426,391,5,43387.64
575,7748,114,1,39338.67
576,7840,602,3,34010.13
577,2132,526,2,1258.77
578,1222,79,2,42469.34
579,1544,476,4,39805.21
580,7509,730,2,26401.32
581,3868,117,4,7315.58
582,4333,801,4,11162.49
583,3999,726,3,31971.36
584,5136,972,5,25461.3
585,1856,591,5,32408.41
586,2301,650,4,13408.96
587,198,219,3,34654.61
588,4500,401,2,188.74
589,5583,832,3,43312.38
590,2721,254,2,884.17
591,6894,891,4,38266.59
592,3798,458,1,31200.05
593,2276,166,2,21763.31
594,6647,820,3,11159.59
595,5284,516,3,43148.72
596,918,606,1,14913.54
597,6712,813,2,39538.18
598,7450,615,4,20485.66
599,5073,371,2,31101.49
600,118,196,2,40358.38
601,5914,500,4,34882.43
602,7071,355,5,15927.12
603,5179,761,4,24144.14
604,5997,174,2,40900.99
605,3859,709,1,16671.78
606,6651,165,5,21628.52
607,7104,428,4,35202.88
608,270,571,5,27853.34
609,4988,447,3,32005.94
610,7698,897,1,29209.03
611,4561,546,1,49329.89
612,3733,145,5,24467.79
613,850,930,2,41842.46
614,238,705,5,3146.9
615,4160,431,5,36899.07
616,7175,190,5,40206.61
617,5915,498,5,371.63
618,6820,513,5,7443.67
619,2633,462,3,16785.73
620,4092,255,5,12744.36
621,4058,684,4,35651.74
622,7569,100,4,41421.32
623,2019,852,3,30091.57
624,7291,686,1,30626.56
625,6170,489,2,36869.05
626,4982,634,2,14301.23
627,7927,868,3,33256.47
628,5183,507,5,34585.86
629,4914,500,4,13239.54
630,3653,470,3,37310.45
631,7747,555,4,47426.68
632,4907,826,4,16005.91
633,3112,906,3,33569.41
634,6451,942,5,6036.66
635,1026,419,4,17617.58
636,1813,450,5,42173.83
637,7048,158,5,7508.43
638,2430,665,5,33888.18
639,6947,59,1,26499.74
640,839,326,4,10764.19
641,66,410,4,1902.26
642,4642,195,5,43819.23
643,1416,776,1,6927.92
644,7985,333,4,24077.85
645,3228,10,4,14325.69
646,5468,561,2,34944.52
647,1365,695,1,28230.66
648,7767,133,3,34796.76
649,4579,44,4,14842.07
650,5393,577,2,35468.6
651,6833,70,1,13926.86
652,1824,936,1,41514.82
653,1445,632,2,35499.83
654,4518,291,1,26389.42
655,4019,355,2,48600.01
656,4065,335,2,40261.36
657,668,746,1,19601.05
658,1737,266,2,30400.63
659,1389,939,2,14751.53
660,69,931,2,27084.46
661,3279,646,4,27815.37
662,4101,191,1,25858.18
663,5044,555,2,7381.02
664,7563,323,2,36361.1
665,6972,155,1,44132.83
666,6497,611,5,11789.53
667,7100,420,3,14861.04
668,1199,278,5,27346.26
669,5058,881,3,38691.71
670,1664,27,5,14434.46
671,7616,318,5,21200.5
672,6826,688,2,11396.44
673,3338,682,3,5073.87
674,4201,809,4,28705.45
675,7034,666,4,34083.61
676,4387,563,2,8686.95
677,211,413,1,31277
678,1472,249,2,34934.31
679,2369,646,2,21609
680,6334,530,4,10750
681,4074,552,3,20730.91
682,6205,257,2,20548.33
683,2817,239,2,21477.73
684,4684,773,5,47916.32
685,6394,246,1,29321.01
686,1005,762,2,44113.92
687,3588,967,5,25316.39
688,696,288,4,27098.45
689,1603,260,5,45696.15
690,2036,773,2,8227.95
691,6779,941,4,25413.11
692,4717,474,2,20541.11
693,7153,370,2,3330.35
694,6821,388,1,40079.66
695,2217,364,3,43675.49
696,2158,945,3,17210.51
697,3724,17,4,20714.02
698,2205,939,2,1331.64
699,6615,374,1,19618.98
700,3954,607,2,7704.9
701,7001,787,2,23249.1
702,1421,284,2,12426.38
703,7292,421,4,21530.24
704,941,37,1,7264.95
705,5385,195,1,46159.11
706,363,324,3,23515.1
707,3634,16,1,36357.1
708,5308,736,4,4724.41
709,4189,777,2,35945.95
710,7565,627,5,20405.99
711,2643,970,2,22098.64
712,5227,837,3,32758.18
713,4145,294,4,46505.18
714,7564,594,5,10471.41
715,592,6,4,32673.38
716,3271,3,3,21841.39
717,2595,44,4,46221.59
718,2054,865,4,48609.87
719,1548,184,1,46697.48
720,651,45,3,5992.26
721,5648,715,5,44142.77
722,5923,942,3,40378.86
723,5195,748,1,42208.45
724,1797,987,3,2043.61
725,1590,89,1,42047.9
726,718,574,2,46401.26
727,5444,757,3,7043.15
728,5612,264,3,23537.3
729,4062,21,2,15862.54
730,5374,225,4,23574.91
731,7019,587,3,45079.42
732,5142,505,1,10653.73
733,6688,931,1,29904.57
734,1869,931,1,36070.71
735,4694,122,3,11672.04
736,749,773,1,26932.19
737,1785,901,1,27292.9
738,1365,708,1,16227.97
739,7847,249,3,3719.85
740,1888,127,4,49832.95
741,1411,167,1,22201.79
742,7569,679,4,30027.85
743,2408,772,2,280.87
744,347,101,1,4871.87
745,1517,582,5,7118.56
746,3517,270,3,49416.96
747,1292,699,1,41533.84
748,6124,909,2,26145.62
749,3595,45,4,26885.28
750,5171,691,2,619.52
751,3500,303,1,6673.9
752,1598,796,2,33824.19
753,6186,399,2,13833.47
754,1850,618,2,46851.04
755,7379,101,2,37989.42
756,4669,522,2,23095.61
757,4315,241,4,23779.89
758,7754,830,4,49787.6
759,5337,89,2,31015.2
760,5056,143,3,5090.09
761,5333,905,2,5779.69
762,774,644,4,22784.29
763,6687,946,3,32099.08
764,509,769,4,17851.85
765,7971,142,4,35023.28
766,2898,82,3,4105.35
767,2014,160,2,45253.78
768,5410,297,4,20912.46
769,6277,693,2,29587.32
770,2925,185,5,36060.4
771,7539,555,2,6378.93
772,4608,441,5,31960.51
773,741,116,5,43441.63
774,826,493,3,14080.02
775,7943,605,3,23111.53
776,3173,957,2,27498
777,6422,318,2,48683.75
778,4888,843,5,11424.81
779,445,385,2,29917.76
780,5287,106,2,27712.13
781,770,576,4,22228.45
782,3851,509,1,36970.46
783,1254,451,1,14864.14
784,2473,617,1,41309.03
785,6395,554,2,10176.39
786,4936,620,4,982.2
787,1635,867,1,13258.38
788,6981,544,5,38589.88
789,835,510,4,4016.12
790,7297,413,2,14442.06
791,5852,266,2,11385.98
792,2829,78,2,21034.42
793,7528,107,2,18341.84
794,5527,479,5,5450.65
795,5762,888,2,14904.83
796,49,789,1,37613.62
797,4872,511,3,38127.03
798,2574,361,1,30259.82
799,4694,555,4,32988.84
800,4923,720,4,21477.85
801,4531,620,4,18183.39
802,3626,891,2,23309.02
803,4267,752,5,6930.65
804,1071,144,4,33461.27
805,3502,52,5,980.47
806,2285,58,5,44245.84
807,627,746,1,3927.04
808,466,272,1,29234.31
809,5786,213,5,24034.58
810,2074,345,5,138.8
811,5017,590,4,26157.86
812,2985,484,1,36367.75
813,3392,185,1,36208.55
814,3787,927,5,47474.65
815,2085,251,3,44758.49
816,5637,370,5,47823.99
817,1288,613,5,9006.52
818,3259,870,2,26964.32
819,3839,318,3,29114.66
820,7198,237,3,16317.18
821,6676,430,4,25279.79
822,6645,610,3,33791.62
823,5002,925,5,39809.47
824,6059,741,4,24618.08
825,5883,156,5,40448.74
826,4420,155,3,49964.98
827,1696,974,1,44007.11
828,6339,926,1,32912.6
829,4620,134,4,7051.52
830,5967,750,2,10180.67
831,3203,107,3,46062.73
832,806,699,2,8367.65
833,4717,141,5,49960.44
834,6433,946,3,7695.96
835,3611,75,5,5394.92
836,1621,898,5,32564.86
837,677,422,2,43665.71
838,2934,360,2,43402.69
839,1573,126,3,9886.81
840,4551,550,1,11143.36
841,4682,669,4,49514.18
842,5311,973,2,49859.37
843,4183,806,3,36449.28
844,4098,507,3,48022.53
845,1220,283,1,10639.11
846,6522,906,4,36064.14
847,1920,644,5,30261.28
848,1956,14,3,10674.9
849,5090,630,4,18888.68
850,3319,274,1,38960.57
851,1049,157,3,45887.55
852,4314,530,2,49197.8
853,7779,704,1,33735.81
854,164,846,2,4041.37
855,868,387,4,42659.12
856,571,64,3,45031.75
857,118,506,1,39032.11
858,5441,702,3,17124.66
859,2168,978,4,31910.16
860,6527,2,4,48423.46
861,1707,612,5,42842.94
862,7606,360,3,29845.06
863,1311,619,5,29057.37
864,1255,831,1,4089.15
865,6505,602,3,3420.44
866,6846,982,2,9879.53
867,1633,915,5,14728.42
868,4072,834,1,15851.76
869,7082,413,2,43760.48
870,3353,130,5,36447.72
871,1594,826,4,44914.32
872,7159,706,5,43194.46
873,6919,570,1,18603.21
874,5151,871,1,16627.31
875,5414,465,3,42338.42
876,6975,813,5,32613.43
877,2089,176,4,46766.03
878,611,642,4,1109.61
879,5192,785,2,3536.41
880,6700,255,1,41749.4
881,3202,482,4,11926.85
882,6438,565,4,18360.98
883,4895,888,2,29910.98
884,4286,872,4,35584.68
885,6581,848,3,27115.89
886,7444,111,5,26853.46
887,7154,518,1,14435.29
888,6681,850,1,28400.93
889,77,311,1,25206.42
890,7263,878,1,25822.45
891,662,982,1,43763.91
892,5143,841,3,26528.61
893,6880,807,3,17590.39
894,2261,414,1,42283.65
895,4602,984,4,14231.51
896,4752,292,2,27727.18
897,2796,451,3,19846.96
898,457,355,5,13886.44
899,1471,696,2,7370.32
900,7812,512,3,18545.52
901,7045,37,1,24910.11
902,4675,623,5,49354.4
903,3794,856,4,18729.28
904,7272,579,4,4348.73
905,396,190,3,27826.27
906,613,700,1,28056.35
907,4843,364,1,11024.83
908,1765,313,5,14976.74
909,76,362,2,11289.48
910,6088,661,2,15578.11
911,1087,338,2,38716.78
912,5356,384,1,13571.5
913,7764,211,2,49627.94
914,4929,941,1,41997.66
915,5062,525,1,25547.56
916,7507,210,2,33626.69
917,5289,619,3,7228.47
918,2450,877,1,45235.11
919,854,986,1,45167.53
920,202,632,3,796.08
921,7954,730,3,43647.19
922,2220,720,2,18412.21
923,2460,706,1,35825.41
924,4294,278,5,31151.2
925,6194,948,1,31057.52
926,1174,735,2,7823.11
927,1113,615,1,28793.2
928,297,245,3,25113.92
929,1358,673,4,1982.92
930,5307,862,3,40248.74
931,2333,87,5,42066.97
932,5302,350,5,836.34
933,5707,458,4,27813.2
934,3388,39,1,9204.62
935,826,745,5,23941.93
936,6428,55,4,10305.91
937,7495,480,5,45042.41
938,7252,281,1,3382.15
939,1965,613,5,39165.55
940,805,266,4,33119.7
941,3015,130,3,32158.61
942,2496,388,1,19547.18
943,4064,802,3,32021.25
944,2738,407,1,5332.41
945,1900,784,4,45192.78
946,649,102,3,18678.22
947,3352,878,3,47968.69
948,4437,659,4,46433.24
949,274,448,2,1788.64
950,467,950,2,9450.77
951,2955,682,3,20903.81
952,4356,9,1,14578.99
953,6988,700,5,13792.41
954,7950,238,5,8426.93
955,762,16,4,17427.06
956,3597,801,5,2069.91
957,701,51,2,48145.95
958,7001,103,3,26663.22
959,4568,851,3,6715
960,3159,193,2,5368.5
961,2627,550,2,44508.45
962,1301,102,1,27693.74
963,7808,673,5,19932.72
964,1090,440,1,20449.9
965,7333,59,5,44685.81
966,2899,701,1,33262.31
967,4552,772,5,37674.9
968,6204,897,5,43096.3
969,7356,778,4,7457.43
970,471,823,1,14510.8
971,7628,757,5,40844.07
972,2999,776,4,18821.06
973,757,183,5,12413.43
974,4156,87,1,43801.58
975,3797,55,4,49942.1
976,5034,711,1,47513.71
977,5871,272,3,36903.55
978,4970,961,4,49666.59
979,5684,786,2,28787.41
980,7060,906,3,29457.35
981,3970,931,2,6221.01
982,3219,656,1,44654.01
983,186,38,4,32964.63
984,5597,992,1,33655.74
985,6114,206,3,28716.16
986,5521,763,2,28476.24
987,6538,86,4,2839.75
988,1455,317,5,37347.28
989,1413,249,1,44464.09
990,7767,70,2,21135.26
991,4230,621,3,8733.92
992,686,381,1,44196.54
993,4314,266,2,16583.43
994,2617,486,5,45534.73
995,4832,918,2,21604.06
996,6143,980,1,31453.89
997,6188,801,1,42651.57
998,5771,390,4,26920.28
999,2247,465,4,9952.27
1000,7560,705,4,27156.97
1001,435,756,3,2738.17
1002,7327,442,1,16051.23
1003,7892,428,2,45813.05
1004,5553,178,4,37412.15
1005,2244,305,4,14528.96
1006,4392,329,1,37053.26
1007,6358,93,2,7149.61
1008,6445,795,2,7159.51
