s.no,shipping_id,order_id,shipping_date,delivery_date,shipping_cost,courier_name
,92,92,2025-04-11,2024-03-09,137.09,Delhivery
,93,93,2025-12-07,2024-10-10,532.38,Delhivery
,94,94,2024-05-24,2025-06-23,405.59,DTDC
,95,95,2024-11-12,2025-03-08,498.57,Ekart
,96,96,2024-03-24,2025-03-26,119.54,Blue Dart
,97,97,2024-12-12,2024-01-24,529.59,Blue Dart
,98,98,2024-02-08,2025-01-14,42.75,Delhivery
,99,99,2025-02-26,2024-11-04,295.11,Ekart
,100,100,2025-03-28,2024-01-24,522.85,Ekart
,101,101,2025-08-15,2025-05-12,346.61,Delhivery
,102,102,2025-07-07,2024-02-14,307.74,DTDC
,103,103,2024-05-30,2024-02-03,564.45,Blue Dart
,104,104,2024-08-22,2024-08-01,235.26,DTDC
,105,105,2024-10-17,2024-09-11,314.83,DTDC
,106,106,2025-04-01,2024-04-08,295.59,DTDC
,107,107,2024-06-02,2024-02-23,228.75,Ekart
,108,108,2025-11-16,2024-01-06,545.65,Delhivery
,109,109,2025-02-20,2024-10-15,80.12,Delhivery
,110,110,2025-03-02,2024-12-31,113.16,Blue Dart
,111,111,2025-03-09,2024-12-22,378.87,Delhivery
,112,112,2024-01-05,2025-03-07,464.67,Ekart
,113,113,2025-09-15,2024-01-27,439.96,Ekart
,114,114,2025-11-04,2025-08-24,318.31,DTDC
,115,115,2024-10-03,2025-10-13,430.78,Ekart
,116,116,2025-01-07,2024-06-07,284.86,Blue Dart
,117,117,2024-10-14,2024-05-20,341.27,Delhivery
,118,118,2024-11-06,2024-07-17,548.46,Ekart
,119,119,2025-04-19,2024-06-27,275.24,Ekart
,120,120,2025-07-21,2024-06-27,419.27,DTDC
,121,121,2025-02-26,2024-11-17,550.26,Delhivery
,122,122,2025-08-23,2025-07-16,144.07,Delhivery
,123,123,2024-03-12,2025-12-31,397.6,Blue Dart
,124,124,2024-12-20,2024-05-02,79.87,Ekart
,125,125,2024-01-27,2024-10-10,134.34,Blue Dart
,126,126,2025-10-19,2025-04-30,347.41,Blue Dart
,127,127,2024-08-16,2025-05-30,406.9,DTDC
,128,128,2025-12-21,2024-01-09,116.27,Ekart
,129,129,2024-06-09,2024-12-22,167.9,Blue Dart
,130,130,2024-03-19,2025-09-25,300.52,DTDC
,131,131,2025-02-26,2024-07-25,225.22,Delhivery
,132,132,2024-03-04,2024-12-23,492.68,DTDC
,133,133,2024-12-11,2024-06-10,309.28,Ekart
,134,134,2025-01-24,2024-04-30,486.51,Ekart
,135,135,2024-05-15,2025-12-08,566.2,Ekart
,136,136,2025-09-29,2024-05-28,172.93,Ekart
,137,137,2025-01-18,2024-01-11,60.64,Blue Dart
,138,138,2025-03-09,2025-09-14,279.77,DTDC
,139,139,2024-09-15,2025-09-25,497.79,DTDC
,140,140,2024-08-01,2024-05-04,596.56,DTDC
,141,141,2024-06-20,2025-04-24,337.17,DTDC
,142,142,2024-08-04,2025-06-06,566.21,DTDC
,143,143,2025-05-31,2025-03-09,305.83,DTDC
,144,144,2024-08-18,2025-07-30,275.71,Blue Dart
,145,145,2024-01-08,2025-03-31,559.97,Blue Dart
,146,146,2025-10-02,2025-07-09,533.32,Ekart
,147,147,2024-04-05,2024-07-29,589.66,Ekart
,148,148,2025-02-01,2025-07-01,571.54,DTDC
,149,149,2025-02-16,2025-10-29,87.5,DTDC
,150,150,2024-07-25,2024-04-23,146,Delhivery
,151,151,2025-02-12,2025-03-21,327.32,Ekart
,152,152,2025-05-26,2024-10-18,598.49,Ekart
,153,153,2024-02-07,2024-12-15,578.42,Delhivery
,154,154,2024-11-05,2024-04-06,64.64,Delhivery
,155,155,2025-07-02,2024-05-07,499,DTDC
,156,156,2025-07-20,2024-05-12,266.72,DTDC
,157,157,2025-07-20,2024-12-18,504.44,Blue Dart
,158,158,2024-06-25,2025-04-04,577.21,Ekart
,159,159,2024-03-17,2024-01-26,292.47,Delhivery
,160,160,2024-01-22,2024-08-20,558.5,Delhivery
,161,161,2024-01-05,2025-12-07,399.19,Delhivery
,162,162,2024-07-04,2025-11-21,317.85,DTDC
,163,163,2025-07-21,2025-08-27,556.05,Delhivery
,164,164,2025-06-19,2025-07-01,592.51,Ekart
,165,165,2024-09-02,2024-03-13,182.15,Blue Dart
,166,166,2025-10-14,2025-04-09,572.18,DTDC
,167,167,2024-06-03,2024-05-05,337.58,Ekart
,168,168,2024-05-15,2025-12-18,270.18,DTDC
,169,169,2025-11-03,2024-05-12,511.77,DTDC
,170,170,2025-07-15,2025-01-07,79.72,Ekart
,171,171,2024-11-27,2025-01-08,216.78,Blue Dart
,172,172,2025-02-01,2025-12-24,235.09,Delhivery
,173,173,2025-11-25,2025-11-04,259.97,Ekart
,174,174,2024-08-02,2025-01-29,478.28,DTDC
,175,175,2024-08-17,2024-07-14,479.11,Blue Dart
,176,176,2024-04-25,2024-07-09,326.48,DTDC
,177,177,2024-01-20,2024-01-05,65.86,DTDC
,178,178,2024-01-30,2025-03-19,413.59,Ekart
,179,179,2024-06-27,2024-08-02,263,Blue Dart
,180,180,2024-03-29,2024-08-30,287.6,Blue Dart
,181,181,2024-09-18,2024-05-17,354.18,Ekart
,182,182,2024-11-23,2024-06-19,286.57,DTDC
,183,183,2024-08-18,2025-12-10,236,Blue Dart
,184,184,2025-06-30,2025-06-19,177.88,DTDC
,185,185,2024-01-10,2024-09-05,255.89,Delhivery
,186,186,2024-12-09,2024-06-13,123.89,Blue Dart
,187,187,2024-11-09,2025-10-08,523.26,Ekart
,188,188,2025-12-02,2025-08-20,196.95,Delhivery
,189,189,2024-10-14,2025-11-09,597.47,Ekart
,190,190,2025-03-27,2025-03-15,234.84,Ekart
,191,191,2025-11-05,2024-09-07,240.66,Blue Dart
,192,192,2024-07-10,2024-03-08,403.36,Delhivery
,193,193,2025-01-15,2025-01-20,452.43,Blue Dart
,194,194,2024-09-28,2024-07-26,395.26,DTDC
,195,195,2025-11-02,2025-01-14,335.65,Delhivery
,196,196,2025-09-03,2025-07-15,181.64,DTDC
,197,197,2025-01-31,2024-08-16,501.07,Delhivery
,198,198,2024-08-09,2025-09-30,309.15,DTDC
,199,199,2025-01-18,2025-05-24,407.03,Blue Dart
,200,200,2024-12-19,2025-05-02,365.55,Ekart
,201,201,2024-08-25,2024-02-11,573.04,Ekart
,202,202,2025-07-06,2024-05-31,105.84,DTDC
,203,203,2024-09-27,2024-10-14,390.79,DTDC
,204,204,2025-01-25,2025-06-02,94.1,Blue Dart
,205,205,2025-10-20,2025-01-27,279.97,Blue Dart
,206,206,2024-05-20,2025-02-08,206.03,Ekart
,207,207,2025-10-04,2025-04-28,67.15,Blue Dart
,208,208,2024-05-27,2024-06-02,264.22,DTDC
,209,209,2025-04-03,2024-09-02,296.2,Delhivery
,210,210,2024-07-23,2024-08-15,551.89,Ekart
,211,211,2025-07-20,2025-02-15,463.44,DTDC
,212,212,2025-01-26,2025-08-08,340.02,DTDC
,213,213,2025-11-17,2024-01-08,369.29,Blue Dart
,214,214,2024-01-01,2024-07-10,267.51,Ekart
,215,215,2024-10-13,2025-10-23,564.35,DTDC
,216,216,2025-07-12,2024-11-30,517.32,Blue Dart
,217,217,2025-03-04,2024-10-01,443.88,DTDC
,218,218,2024-10-16,2024-12-27,518.37,Ekart
,219,219,2024-06-05,2025-11-11,595.56,Ekart
,220,220,2024-08-10,2024-02-26,225.93,Delhivery
,221,221,2025-08-23,2024-04-21,105.91,DTDC
,222,222,2024-03-28,2024-09-04,408.74,Ekart
,223,223,2024-06-01,2025-07-08,252.88,DTDC
,224,224,2025-08-13,2024-02-12,112.17,DTDC
,225,225,2024-01-18,2024-05-25,549.28,DTDC
,226,226,2025-10-08,2025-11-11,241.27,Blue Dart
,227,227,2024-06-21,2024-03-17,67.1,Blue Dart
,228,228,2025-05-03,2025-04-28,331.59,Delhivery
,229,229,2025-11-29,2025-04-17,267.88,DTDC
,230,230,2025-02-02,2024-08-01,67.46,Delhivery
,231,231,2024-10-01,2024-11-17,408.65,Blue Dart
,232,232,2025-10-06,2024-12-14,382.8,Blue Dart
,233,233,2025-02-05,2024-06-13,177.92,Delhivery
,234,234,2025-07-15,2024-11-07,542.77,Ekart
,235,235,2025-11-15,2024-07-18,367.67,Blue Dart
,236,236,2024-03-13,2024-03-30,374.26,DTDC
,237,237,2025-05-30,2024-05-02,476.33,Blue Dart
,238,238,2024-12-25,2025-03-02,341.11,Blue Dart
,239,239,2025-02-21,2025-08-27,112,Blue Dart
,240,240,2025-08-11,2025-07-14,496.96,Blue Dart
,241,241,2025-12-06,2025-09-12,538.55,Delhivery
,242,242,2024-03-14,2024-06-23,53.29,Blue Dart
,243,243,2025-01-11,2025-11-07,234.32,DTDC
,244,244,2024-01-21,2024-07-21,407.32,DTDC
,245,245,2025-04-06,2025-06-19,166.64,DTDC
,246,246,2025-06-19,2024-12-24,102.95,Ekart
,247,247,2025-08-01,2024-08-12,88.04,DTDC
,248,248,2025-11-02,2025-06-18,157.79,DTDC
,249,249,2025-05-24,2025-06-19,512.45,Delhivery
,250,250,2024-07-24,2025-11-07,501.4,DTDC
,251,251,2025-10-29,2025-01-18,85.54,Ekart
,252,252,2025-05-01,2025-02-19,413.02,DTDC
,253,253,2024-06-11,2025-06-27,42.18,DTDC
,254,254,2024-08-10,2025-08-29,211.61,Blue Dart
,255,255,2024-09-23,2024-01-09,222.69,Blue Dart
,256,256,2024-02-22,2024-01-23,255.83,Blue Dart
,257,257,2024-03-11,2024-05-17,354.33,Blue Dart
,258,258,2024-02-16,2025-02-19,281.81,Ekart
,259,259,2024-08-23,2024-09-11,312.42,Delhivery
,260,260,2024-02-29,2025-07-05,506.47,DTDC
,261,261,2025-04-03,2024-05-14,248.89,DTDC
,262,262,2025-09-18,2024-08-03,581.8,Blue Dart
,263,263,2025-04-29,2024-08-10,177.64,DTDC
,264,264,2025-03-10,2025-10-30,581.83,Ekart
,265,265,2025-02-02,2024-05-28,574.96,Ekart
,266,266,2025-08-09,2024-02-18,470.04,DTDC
,267,267,2025-05-16,2025-05-29,384.46,Delhivery
,268,268,2024-07-18,2025-10-20,209.69,Delhivery
,269,269,2025-01-17,2025-02-19,508.58,Blue Dart
,270,270,2024-12-19,2024-06-02,159.47,DTDC
,271,271,2024-07-31,2024-01-11,375.36,Ekart
,272,272,2024-11-05,2024-05-08,340.93,Ekart
,273,273,2025-09-13,2024-05-16,40.51,Ekart
,274,274,2025-02-24,2025-03-04,317.84,Delhivery
,275,275,2025-01-19,2024-08-05,302.34,Ekart
,276,276,2024-07-01,2025-06-24,574.63,Ekart
,277,277,2024-01-05,2025-11-18,403.19,DTDC
,278,278,2024-12-14,2024-08-19,284.12,Ekart
,279,279,2025-05-10,2025-06-14,501.83,Blue Dart
,280,280,2024-11-15,2025-02-19,224.05,DTDC
,281,281,2025-09-22,2024-11-19,281.09,DTDC
,282,282,2025-11-27,2025-09-18,60.55,Blue Dart
,283,283,2025-11-15,2025-02-24,290.86,Delhivery
,284,284,2025-05-13,2025-01-20,182.46,Blue Dart
,285,285,2024-05-12,2024-03-09,192.42,Ekart
,286,286,2024-04-24,2024-05-19,203.26,Ekart
,287,287,2025-10-03,2024-09-17,102.99,Ekart
,288,288,2025-09-14,2024-01-13,597.88,Blue Dart
,289,289,2025-07-28,2024-09-06,88.46,Delhivery
,290,290,2024-02-27,2024-11-12,225.84,Ekart
,291,291,2024-10-15,2025-10-09,448.67,Delhivery
,292,292,2024-10-23,2024-04-30,455.97,Delhivery
,293,293,2025-09-07,2025-12-27,491.65,DTDC
,294,294,2024-08-25,2024-10-16,151.25,Delhivery
,295,295,2025-07-06,2024-06-18,423.18,Blue Dart
,296,296,2024-04-04,2025-05-05,210.69,Ekart
,297,297,2025-12-20,2025-06-30,532.77,Blue Dart
,298,298,2024-01-25,2024-09-05,113.93,Delhivery
,299,299,2025-12-03,2025-07-23,558.71,Delhivery
,300,300,2024-11-21,2025-07-27,87.12,Delhivery
,301,301,2025-11-29,2025-04-17,414.69,Blue Dart
,302,302,2025-08-02,2024-11-22,208.57,DTDC
,303,303,2024-09-20,2025-06-07,262.67,Delhivery
,304,304,2025-01-23,2025-01-29,151.56,Delhivery
,305,305,2024-10-08,2025-10-10,345.79,Delhivery
,306,306,2025-11-15,2024-10-31,350.48,DTDC
,307,307,2024-10-23,2024-09-29,330.16,Blue Dart
,308,308,2025-03-06,2025-08-12,300.94,Ekart
,309,309,2025-12-25,2025-09-25,475.02,Delhivery
,310,310,2024-06-30,2024-03-11,96.47,Delhivery
,311,311,2025-05-01,2024-09-08,58.76,Delhivery
,312,312,2024-11-16,2024-09-15,396.72,Delhivery
,313,313,2025-06-14,2024-05-10,527.16,Blue Dart
,314,314,2025-03-04,2025-10-26,508.38,Blue Dart
,315,315,2024-06-18,2025-07-07,151.16,Ekart
,316,316,2025-10-10,2024-12-07,81.05,Blue Dart
,317,317,2024-11-25,2024-02-05,499.13,Blue Dart
,318,318,2024-10-24,2024-04-16,373.37,DTDC
,319,319,2024-02-26,2025-08-21,76.95,Blue Dart
,320,320,2025-02-02,2025-07-30,310.89,DTDC
,321,321,2025-07-07,2024-05-16,324.68,Ekart
,322,322,2024-12-28,2025-12-25,526.25,Delhivery
,323,323,2024-08-14,2024-12-01,350.14,Ekart
,324,324,2024-01-24,2024-04-27,481.44,Delhivery
,325,325,2025-02-11,2025-12-29,420.04,Delhivery
,326,326,2025-12-03,2024-02-14,85.35,Delhivery
,327,327,2024-03-28,2025-06-21,349.66,Blue Dart
,328,328,2024-07-03,2024-08-14,473.65,Blue Dart
,329,329,2024-12-21,2025-08-06,164.93,Ekart
,330,330,2025-02-11,2024-11-29,40.75,Delhivery
,331,331,2024-03-25,2025-04-02,499.71,Ekart
,332,332,2024-11-11,2024-12-31,410.85,Blue Dart
,333,333,2025-02-18,2025-05-01,66.58,Ekart
,334,334,2025-02-25,2024-04-25,471.97,DTDC
,335,335,2024-11-20,2025-10-16,345.79,Blue Dart
,336,336,2025-07-18,2025-07-03,502.27,DTDC
,337,337,2024-07-26,2025-05-21,566.99,DTDC
,338,338,2025-12-15,2024-12-02,523.04,Blue Dart
,339,339,2025-05-15,2024-03-07,497.39,DTDC
,340,340,2025-03-24,2025-01-02,527.63,Delhivery
,341,341,2025-11-03,2025-02-02,191.06,Ekart
,342,342,2024-06-14,2024-02-27,162.02,Blue Dart
,343,343,2024-11-01,2025-07-05,114.5,DTDC
,344,344,2024-03-26,2025-03-11,572.15,Ekart
,345,345,2025-07-22,2024-07-29,448.16,Delhivery
,346,346,2024-04-16,2025-11-15,46.1,Blue Dart
,347,347,2024-10-05,2024-08-31,234.21,DTDC
,348,348,2024-05-27,2024-11-19,71.09,Ekart
,349,349,2024-09-10,2025-03-18,43.29,Blue Dart
,350,350,2024-02-17,2024-11-18,174.98,DTDC
,351,351,2024-07-08,2024-02-25,413.5,DTDC
,352,352,2024-05-20,2024-05-23,519.67,DTDC
,353,353,2024-12-25,2024-04-20,344.79,Blue Dart
,354,354,2025-08-30,2024-12-31,400.2,Ekart
,355,355,2025-07-02,2025-10-17,438.08,Delhivery
,356,356,2024-05-04,2024-04-30,282.68,Delhivery
,357,357,2025-07-14,2024-05-18,122.94,DTDC
,358,358,2025-05-04,2024-02-02,441.37,Blue Dart
,359,359,2024-07-06,2024-11-28,421.84,Delhivery
,360,360,2024-06-07,2024-04-27,151.65,Blue Dart
,361,361,2024-06-28,2024-09-24,337.02,Blue Dart
,362,362,2025-04-21,2024-09-09,521.5,Ekart
,363,363,2025-01-05,2024-01-16,440.67,DTDC
,364,364,2025-04-15,2025-08-16,280.56,Ekart
,365,365,2024-08-30,2025-05-12,362.51,Delhivery
,366,366,2024-11-09,2025-08-12,532.83,DTDC
,367,367,2025-12-01,2024-01-18,486.71,Delhivery
,368,368,2024-05-27,2024-03-07,574.88,Ekart
,369,369,2024-10-05,2026-01-01,317.42,Ekart
,370,370,2025-05-14,2024-03-11,418.55,Blue Dart
,371,371,2025-11-30,2024-05-11,541.56,Ekart
,372,372,2024-11-29,2025-10-30,348.01,Delhivery
,373,373,2025-01-24,2025-01-23,445.42,Ekart
,374,374,2025-06-16,2025-05-16,513.89,Delhivery
,375,375,2025-09-01,2025-07-25,225.12,Ekart
,376,376,2025-06-14,2025-02-09,208.25,Delhivery
,377,377,2024-06-24,2025-05-21,482.11,DTDC
,378,378,2025-11-30,2024-12-16,250.44,Blue Dart
,379,379,2025-06-27,2025-06-29,274.49,Delhivery
,380,380,2024-11-02,2025-05-01,515.87,DTDC
,381,381,2024-04-10,2025-09-06,262.63,DTDC
,382,382,2024-05-16,2024-11-25,372.81,DTDC
,383,383,2025-03-26,2025-06-29,370.39,Blue Dart
,384,384,2024-03-12,2024-08-08,444.56,Delhivery
,385,385,2024-04-12,2025-09-03,560.79,Delhivery
,386,386,2025-11-19,2024-10-17,489.21,Blue Dart
,387,387,2025-03-09,2024-11-27,359.12,Blue Dart
,388,388,2025-01-26,2025-02-03,76.27,Ekart
,389,389,2024-05-18,2024-02-03,437.01,DTDC
,390,390,2024-12-02,2025-09-02,534.09,Ekart
,391,391,2024-05-04,2024-09-29,105.23,DTDC
,392,392,2024-04-05,2025-12-06,325.66,Ekart
,393,393,2025-08-24,2024-05-14,337.87,Blue Dart
,394,394,2025-02-20,2025-06-17,407.16,Ekart
,395,395,2025-11-13,2025-09-03,372.22,DTDC
,396,396,2025-09-24,2024-09-23,463.89,Blue Dart
,397,397,2024-08-29,2025-05-16,98.87,Blue Dart
,398,398,2024-03-04,2024-04-28,55.04,Ekart
,399,399,2025-11-26,2025-09-02,103.55,Blue Dart
,400,400,2024-12-29,2025-09-21,416.12,Blue Dart
,401,401,2024-03-14,2025-09-18,283.84,Delhivery
,402,402,2024-03-17,2024-02-21,420.72,Delhivery
,403,403,2024-09-04,2025-01-19,100.58,DTDC
,404,404,2024-02-15,2025-07-12,258.43,Blue Dart
,405,405,2025-12-08,2025-05-23,492.01,Delhivery
,406,406,2025-12-17,2025-09-26,112.61,DTDC
,407,407,2024-09-19,2024-07-16,596.78,Blue Dart
,408,408,2025-07-19,2024-08-10,155.55,Ekart
,409,409,2025-04-10,2024-08-17,265.29,Ekart
,410,410,2024-07-17,2024-09-30,468.71,DTDC
,411,411,2024-04-19,2025-08-19,69.21,Blue Dart
,412,412,2025-04-10,2024-02-14,56.88,Ekart
,413,413,2024-01-10,2025-08-02,264.43,DTDC
,414,414,2025-04-02,2025-11-09,538.74,Ekart
,415,415,2025-07-18,2025-07-27,311.7,Ekart
,416,416,2025-10-25,2025-05-25,515.65,Delhivery
,417,417,2024-12-25,2025-09-07,81.33,Delhivery
,418,418,2025-09-13,2025-06-21,538.96,DTDC
,419,419,2024-05-06,2024-04-19,241.47,Blue Dart
,420,420,2024-07-17,2024-07-02,506.52,Blue Dart
,421,421,2025-09-20,2024-05-08,57.05,Ekart
,422,422,2024-04-30,2024-03-20,266.03,Blue Dart
,423,423,2024-12-29,2024-05-09,290.57,Delhivery
,424,424,2024-03-24,2025-04-10,201.3,Delhivery
,425,425,2025-11-03,2024-05-20,200.69,Blue Dart
,426,426,2025-10-29,2024-06-03,515.74,DTDC
,427,427,2024-05-30,2025-08-29,204.91,DTDC
,428,428,2025-12-11,2025-04-27,97.87,Blue Dart
,429,429,2024-06-11,2024-03-24,433.25,DTDC
,430,430,2024-12-18,2025-05-04,539.21,Blue Dart
,431,431,2025-04-18,2025-10-12,595.64,Blue Dart
,432,432,2024-07-19,2024-08-11,127.81,Ekart
,433,433,2025-09-01,2025-04-07,594.2,Ekart
,434,434,2024-03-03,2024-01-29,65.96,DTDC
,435,435,2025-04-03,2025-10-16,246.77,Ekart
,436,436,2025-06-18,2024-02-26,519.62,DTDC
,437,437,2024-11-09,2025-08-11,320.06,Ekart
,438,438,2025-10-25,2025-01-15,364.26,Delhivery
,439,439,2024-10-28,2025-08-09,469.38,Delhivery
,440,440,2024-05-19,2025-01-29,428.36,Delhivery
,441,441,2024-11-20,2025-11-10,288.85,Ekart
,442,442,2025-04-25,2025-01-10,466.25,Blue Dart
,443,443,2024-09-21,2024-01-30,438.91,Ekart
,444,444,2024-05-28,2025-01-25,301.33,DTDC
,445,445,2025-08-19,2025-10-28,110.88,Ekart
,446,446,2024-07-15,2025-06-06,251.87,DTDC
,447,447,2025-09-11,2024-09-29,87.64,Blue Dart
,448,448,2024-10-23,2024-02-21,594.77,DTDC
,449,449,2025-06-08,2025-10-14,389.08,Ekart
,450,450,2024-08-09,2025-06-18,257.24,Ekart
,451,451,2025-09-01,2024-10-08,198.77,Blue Dart
,452,452,2024-08-05,2025-05-15,67.74,Delhivery
,453,453,2024-05-02,2025-08-04,372.9,Delhivery
,454,454,2024-03-20,2025-11-06,113.26,Delhivery
,455,455,2024-04-04,2024-03-24,70.88,Delhivery
,456,456,2025-03-07,2025-10-23,567.75,Blue Dart
,457,457,2025-08-16,2024-03-14,385.79,Ekart
,458,458,2025-02-16,2024-06-05,361.91,Delhivery
,459,459,2025-03-12,2024-03-23,494.89,Delhivery
,460,460,2024-03-24,2025-05-20,291.57,Delhivery
,461,461,2024-11-26,2025-11-27,389.98,Ekart
,462,462,2024-10-29,2024-04-25,522.62,Ekart
,463,463,2024-06-27,2024-10-23,546.89,Blue Dart
,464,464,2025-06-07,2025-12-28,441.26,Blue Dart
,465,465,2025-11-25,2024-02-27,80.28,DTDC
,466,466,2024-08-20,2024-09-06,302.57,Blue Dart
,467,467,2025-04-30,2025-11-06,227.81,Delhivery
,468,468,2025-07-04,2025-12-22,217.4,DTDC
,469,469,2025-08-30,2025-12-24,380.74,Blue Dart
,470,470,2024-05-17,2025-12-15,115.55,Ekart
,471,471,2024-05-19,2025-09-12,527.18,Ekart
,472,472,2025-08-21,2024-06-29,366.85,DTDC
,473,473,2024-12-18,2025-02-20,107.79,Blue Dart
,474,474,2025-01-16,2025-10-23,98.98,DTDC
,475,475,2025-12-21,2025-12-26,219.59,Delhivery
,476,476,2024-08-13,2025-09-11,57.19,Delhivery
,477,477,2024-10-05,2024-10-20,100.75,Delhivery
,478,478,2025-05-24,2025-04-02,89.3,Blue Dart
,479,479,2025-01-11,2024-07-07,334.59,Ekart
,480,480,2025-12-28,2025-08-25,266.67,Delhivery
,481,481,2025-05-25,2025-05-23,190.48,Ekart
,482,482,2024-07-02,2024-03-11,384.28,Ekart
,483,483,2024-03-18,2024-12-22,487.7,Blue Dart
,484,484,2024-05-29,2025-12-02,115.46,Ekart
