order_id,customer_id,order_date,order_status,total_amount
183,4820,2024-02-04,Pending,14959.94
184,2673,2024-06-15,Cancelled,30843.74
185,4656,2024-09-05,Shipped,70630.38
186,914,2024-10-08,Delivered,34657.33
187,4875,2024-04-04,Pending,67746.19
188,1307,2024-06-21,Delivered,53305.65
189,3344,2024-08-21,Cancelled,19609.9
190,3623,2024-05-19,Cancelled,43826.22
191,4829,2024-06-03,Cancelled,67964.58
192,534,2025-03-01,Shipped,55405.62
193,1673,2024-12-30,Delivered,33040.82
194,3731,2024-10-04,Pending,55771.69
195,330,2025-06-06,Shipped,73745.96
196,3745,2025-01-27,Shipped,7025.36
197,3721,2024-04-02,Cancelled,8495.14
198,674,2025-11-06,Cancelled,8824.94
199,591,2025-12-07,Delivered,66989.63
200,455,2024-12-10,Delivered,1005.84
201,3869,2024-10-14,Cancelled,48838.12
202,4126,2025-11-10,Delivered,37426.13
203,2865,2024-10-11,Pending,61937.11
204,2613,2024-03-13,Cancelled,43693.78
205,2716,2025-01-11,Shipped,3495.31
206,4727,2024-12-13,Cancelled,44083.13
207,3564,2024-12-16,Cancelled,12764.22
208,1928,2025-05-27,Pending,67763.02
209,3080,2024-11-12,Cancelled,42601.9
210,4136,2025-05-05,Shipped,70517.62
211,1575,2025-02-16,Shipped,23176.34
212,4977,2024-01-17,Cancelled,6978.6
213,1377,2025-03-06,Pending,56929.36
214,398,2025-02-25,Pending,43628.68
215,4820,2025-04-20,Shipped,14220.12
216,197,2024-05-25,Pending,39437.24
217,152,2025-06-30,Shipped,20274.55
218,4474,2024-10-30,Pending,57684.6
219,2444,2024-05-31,Shipped,31583.59
220,1481,2024-08-06,Shipped,38930.27
221,521,2024-02-05,Pending,30024.04
222,2657,2025-10-22,Cancelled,51041.53
223,4180,2024-07-30,Delivered,47293.66
224,4373,2025-07-10,Cancelled,52670
225,2232,2024-03-25,Delivered,36153.04
226,989,2025-06-18,Cancelled,10800.68
227,1680,2025-01-21,Delivered,22504.43
228,2089,2025-11-02,Pending,37345.02
229,2724,2025-04-13,Pending,26286.28
230,2423,2024-10-19,Pending,30393.23
231,2225,2025-08-09,Pending,40791.99
232,4083,2024-03-31,Pending,50112.15
233,469,2025-11-03,Cancelled,32379
234,3689,2025-04-20,Shipped,7025.52
235,2808,2024-01-14,Shipped,39237.81
236,3652,2024-05-20,Pending,68387.03
237,1261,2024-06-19,Cancelled,18005.65
238,984,2025-08-20,Cancelled,66009.44
239,3197,2025-04-22,Cancelled,14159.4
240,2439,2025-06-22,Cancelled,67087.94
241,3645,2025-01-04,Cancelled,26009.13
242,3715,2025-06-16,Delivered,64699.06
243,2429,2024-02-06,Delivered,57191.72
244,906,2025-05-25,Cancelled,59572.17
245,3212,2024-12-30,Pending,3436.23
246,2991,2025-08-19,Cancelled,62875.53
247,3583,2024-09-11,Cancelled,46541.34
248,613,2025-05-16,Pending,36692.64
249,27,2025-08-03,Shipped,41321.14
250,2380,2024-09-28,Pending,48202.78
251,2747,2024-08-31,Delivered,47312.16
252,2703,2025-12-16,Cancelled,24910.78
253,299,2024-03-20,Shipped,70742.73
254,1068,2025-01-14,Cancelled,74532.18
255,3963,2024-11-18,Pending,71547.56
256,4899,2025-09-08,Pending,11166.68
257,3371,2025-12-03,Pending,38622.35
258,4614,2025-03-28,Shipped,9951.64
259,2380,2024-09-02,Cancelled,43116.21
260,2405,2025-05-01,Cancelled,10011.11
261,1825,2025-09-11,Shipped,13026.39
262,2692,2025-12-22,Shipped,16878.66
263,1431,2025-04-08,Delivered,24702.07
264,2856,2024-12-08,Shipped,20201.58
265,2022,2025-12-16,Pending,51651.54
266,4887,2024-02-25,Pending,36146.66
267,3078,2024-11-12,Cancelled,25607.48
268,2799,2025-09-05,Shipped,71750.44
269,4393,2025-11-29,Delivered,74972.38
270,430,2024-07-01,Pending,50045.18
271,4327,2025-02-28,Pending,72379.63
272,2686,2025-05-07,Pending,3837.16
273,2979,2025-07-21,Delivered,33552.91
274,34,2024-08-01,Pending,5584.99
275,2338,2025-04-19,Delivered,36398.83
276,3133,2025-05-22,Pending,74109.47
277,3225,2025-11-02,Delivered,62277.14
278,1782,2025-07-05,Cancelled,22975.47
279,4743,2025-02-05,Shipped,8837.66
280,1197,2024-09-22,Shipped,36682.66
281,3656,2024-07-13,Cancelled,1726.41
282,856,2025-01-16,Delivered,13210.31
283,4824,2025-05-09,Shipped,47736.2
284,4766,2025-12-16,Pending,69868.22
285,530,2025-06-11,Delivered,11481.12
286,4315,2024-12-19,Delivered,36991.55
287,4095,2024-11-21,Delivered,72520.29
288,4588,2024-01-15,Shipped,13997.49
289,3378,2025-10-03,Delivered,71093.46
290,1891,2024-09-02,Pending,47932.76
291,3983,2025-11-28,Shipped,37096.79
292,2432,2025-05-03,Shipped,29667.64
293,1552,2025-06-06,Pending,27592.55
294,3937,2024-04-08,Cancelled,37751.04
295,1817,2025-09-16,Cancelled,62038.6
296,151,2024-01-18,Shipped,44675.79
297,1451,2025-12-01,Shipped,19802.64
298,4650,2024-06-07,Cancelled,59530.43
299,109,2025-04-23,Cancelled,18324.7
300,2437,2025-08-31,Shipped,62596.22
301,3433,2025-05-19,Pending,71139.6
302,1454,2025-02-22,Pending,58805.84
303,1238,2024-04-05,Cancelled,63330.12
304,4169,2025-11-05,Cancelled,20792.44
305,618,2025-05-07,Cancelled,53471.68
306,1033,2025-06-06,Delivered,11038.92
307,934,2025-04-29,Pending,5811.55
308,1185,2024-12-23,Delivered,41260.3
309,4062,2024-11-09,Delivered,62682.72
310,2076,2024-03-23,Delivered,25654.18
311,4231,2024-05-11,Shipped,44727.08
312,4377,2025-09-06,Delivered,21239.92
313,3799,2024-12-15,Shipped,30700.56
314,344,2025-01-07,Shipped,19869.67
315,477,2024-06-28,Pending,65894.21
316,1253,2024-03-26,Pending,42579.36
317,3550,2024-09-09,Shipped,34442.88
318,3250,2025-02-24,Pending,69999.51
319,469,2025-07-01,Cancelled,70157.45
320,3887,2024-01-30,Shipped,32036.82
321,3954,2024-07-30,Cancelled,25583.22
322,3826,2025-08-28,Pending,66424.27
323,2364,2024-02-11,Cancelled,35692.94
324,3099,2025-06-08,Cancelled,2228.84
325,2293,2024-06-26,Pending,40875.97
326,4913,2024-09-12,Pending,51520.22
327,1059,2025-11-30,Delivered,64895.93
328,451,2024-06-26,Delivered,56085.34
329,744,2024-11-18,Shipped,31260.33
330,801,2024-07-14,Shipped,47620.42
331,788,2024-11-07,Pending,18753.19
332,3764,2025-04-30,Pending,34814
333,3276,2024-02-27,Cancelled,45919.36
334,3305,2024-04-09,Delivered,29041.78
335,2027,2024-01-24,Pending,66131.47
336,1867,2024-11-15,Shipped,67752.11
337,2783,2025-07-28,Delivered,12889.95
338,2290,2024-02-21,Cancelled,47575.47
339,2234,2024-08-19,Delivered,2454.14
340,2298,2025-08-05,Pending,52876.75
341,4370,2024-03-10,Pending,50992.92
342,3987,2024-10-10,Delivered,29266.54
343,129,2024-12-31,Shipped,57568.33
344,2770,2024-09-16,Shipped,53480.39
345,3571,2025-07-05,Shipped,24157.37
346,4642,2024-11-08,Shipped,9384.07
347,2377,2024-10-31,Cancelled,72092.47
348,1995,2025-02-07,Delivered,68307.26
349,1299,2025-11-19,Delivered,25050.41
350,1035,2025-01-04,Cancelled,14229.04
351,4779,2025-01-14,Shipped,23935.08
352,2174,2025-08-12,Cancelled,1652.25
353,1504,2025-01-20,Delivered,46322.36
354,378,2025-11-30,Shipped,22850.15
355,3617,2024-01-19,Pending,57272.99
356,4425,2025-08-24,Cancelled,50575.21
357,2810,2025-11-14,Shipped,36461.06
358,880,2025-11-07,Shipped,10387.81
359,1976,2024-01-11,Pending,1260
360,1901,2025-02-05,Pending,3460.9
361,3827,2025-07-23,Shipped,35390.21
362,1508,2025-05-22,Cancelled,30158.49
363,3927,2025-03-24,Delivered,46401.86
364,265,2025-12-31,Delivered,52160.69
365,593,2024-11-03,Delivered,13527.99
366,2385,2025-02-06,Cancelled,74317.02
367,3760,2024-06-29,Cancelled,47021.57
368,682,2025-03-24,Delivered,20186.46
369,2738,2024-11-08,Delivered,22914.01
370,2090,2025-02-17,Delivered,32435.42
371,275,2025-02-23,Pending,51876.46
372,2574,2024-07-09,Cancelled,18152.1
373,4204,2024-08-21,Shipped,33691.06
374,1319,2024-12-12,Shipped,45376.84
375,2910,2024-12-08,Pending,15993.24
376,1842,2024-10-15,Cancelled,14406.88
377,773,2025-07-23,Delivered,38016.75
378,2757,2025-08-22,Delivered,9052.2
379,645,2024-09-22,Shipped,59019.53
380,4147,2025-12-30,Pending,54310.44
381,4339,2025-08-10,Shipped,74651.69
382,286,2025-04-30,Cancelled,662.56
383,4782,2024-08-07,Shipped,70130.73
384,3977,2024-03-02,Shipped,35951.4
385,2908,2024-02-19,Shipped,44727.9
386,4306,2025-01-05,Cancelled,19539.08
387,3629,2024-01-04,Pending,56995.29
388,729,2025-07-17,Shipped,11460.86
389,1897,2024-12-23,Shipped,25836.12
390,3786,2024-09-26,Cancelled,28717.11
391,317,2025-03-19,Shipped,3150.01
392,751,2024-12-31,Cancelled,70631.29
393,2881,2025-11-17,Delivered,19262.13
394,207,2025-03-11,Pending,11830.92
395,2172,2024-08-24,Pending,64753.15
396,3369,2024-08-10,Pending,55845.2
397,2616,2025-11-14,Delivered,40371.02
398,2732,2025-08-23,Pending,33460.52
399,4173,2025-12-12,Pending,67677.03
400,3255,2025-06-25,Shipped,19650.79
401,2019,2024-10-02,Pending,42217.93
402,2304,2025-12-08,Pending,10416.08
403,4658,2024-05-29,Pending,53262.62
404,840,2024-06-03,Shipped,58063.56
405,3090,2025-04-13,Pending,14055.34
406,181,2024-10-08,Shipped,28826.44
407,1942,2025-05-30,Pending,57502.88
408,2049,2024-10-14,Cancelled,3737.96
409,3938,2025-01-03,Cancelled,74393.1
410,4365,2025-02-08,Delivered,24554.95
411,3379,2024-04-05,Cancelled,50486.13
412,1770,2025-12-20,Shipped,14823.04
413,1376,2025-12-12,Cancelled,56420.94
414,3223,2025-12-26,Cancelled,63865.87
415,3257,2025-05-14,Cancelled,73626.28
416,4683,2025-08-06,Cancelled,45822.21
417,2505,2025-12-09,Pending,25058.17
418,2179,2024-06-04,Shipped,37497.22
419,2361,2025-04-19,Pending,40710.38
420,1493,2024-10-07,Cancelled,19214.94
421,1265,2024-02-08,Cancelled,29998.47
422,742,2024-08-19,Delivered,63064.97
423,2463,2024-05-26,Delivered,35727.17
424,2112,2024-08-03,Delivered,5440.5
425,2880,2024-07-05,Cancelled,65085.19
426,3565,2024-10-12,Shipped,33001.64
427,1314,2024-05-22,Shipped,40664.94
428,1287,2025-08-17,Delivered,14910.9
429,4821,2025-12-19,Cancelled,24867.45
430,4034,2024-08-15,Cancelled,13112.08
431,2231,2024-07-16,Cancelled,53435.24
432,2458,2024-07-21,Shipped,4464.07
433,4153,2025-03-29,Shipped,69917.96
434,987,2024-06-02,Delivered,6219.65
435,4213,2024-06-24,Pending,3988.86
436,3488,2024-01-01,Cancelled,14951.82
437,4008,2025-01-15,Delivered,23103.14
438,1691,2025-04-17,Pending,47835.03
439,2082,2025-08-09,Cancelled,41976.97
440,824,2025-03-05,Pending,24841.08
441,4226,2024-04-06,Pending,59162.07
442,3826,2025-03-21,Pending,69842.26
443,4448,2024-02-24,Pending,58539.35
444,4256,2024-08-19,Shipped,47210.9
445,3143,2025-08-28,Pending,7069.64
446,4348,2025-01-10,Pending,56396.95
447,4395,2024-11-20,Pending,25937.48
448,247,2025-12-08,Cancelled,24159.61
449,1755,2025-08-16,Pending,12376.76
450,4320,2024-06-05,Pending,22767.33
451,1716,2024-03-28,Pending,11044.06
452,1650,2025-02-20,Pending,13032.87
453,1449,2025-02-03,Cancelled,45423.98
454,519,2025-01-27,Shipped,63371.5
455,979,2024-05-10,Delivered,49384.1
456,716,2024-08-22,Cancelled,44325.01
457,4120,2024-12-06,Shipped,40821.25
458,4912,2024-11-26,Delivered,33787.11
459,3218,2025-01-28,Shipped,65174.27
460,696,2025-12-16,Pending,24559.48
461,1446,2024-04-19,Delivered,43600.39
462,4455,2024-02-12,Delivered,41680.04
463,4135,2025-11-04,Shipped,6333.98
464,603,2024-09-11,Cancelled,18935.61
465,791,2024-09-21,Delivered,22657.37
466,26,2025-09-22,Shipped,71330.91
467,4994,2025-08-15,Delivered,40833.36
468,711,2025-11-19,Pending,27485.95
469,2844,2025-11-30,Pending,12890.52
470,1777,2024-02-15,Pending,13783.25
471,3241,2024-11-20,Cancelled,52022.44
472,3205,2024-11-14,Shipped,51765.39
473,2689,2024-04-05,Shipped,22921.18
474,4006,2024-08-02,Cancelled,18035.6
475,552,2024-07-11,Delivered,44622.82
476,4900,2025-05-23,Delivered,49891.71
477,2483,2025-12-15,Delivered,70877.16
478,3827,2025-01-25,Delivered,49247.99
479,4792,2024-04-08,Shipped,11477.55
480,3543,2024-06-15,Cancelled,46778
481,3256,2025-09-05,Delivered,27096.24
482,653,2024-07-20,Delivered,64365.01
483,2518,2025-12-14,Cancelled,33935.92
484,1126,2025-07-26,Cancelled,24662.46
485,3255,2025-12-07,Shipped,14658.69
486,4748,2025-10-24,Cancelled,21102.12
487,4455,2024-08-28,Cancelled,38712.05
488,1557,2025-08-19,Pending,39946.48
489,3434,2025-03-18,Cancelled,64235.29
490,1610,2025-09-14,Pending,54055.84
491,4241,2024-07-09,Shipped,60407.79
492,4839,2025-04-05,Pending,26342.67
493,1524,2025-03-31,Delivered,71569.12
494,4081,2025-07-01,Cancelled,18706.76
495,1063,2025-01-26,Shipped,35176.19
496,1671,2025-07-14,Cancelled,41733.56
497,1222,2025-12-17,Cancelled,36967.11
498,1945,2024-12-02,Delivered,6094.86
499,1640,2024-05-15,Shipped,55611.26
500,1415,2024-10-11,Delivered,20538.15
501,2669,2024-01-08,Delivered,70956.57
502,4506,2024-08-22,Pending,34666.44
503,4847,2024-10-23,Pending,30298.78
504,2687,2024-06-10,Cancelled,34754.17
505,775,2024-10-30,Pending,57004.68
506,3371,2024-11-26,Cancelled,60169.93
507,3763,2025-10-05,Pending,34707.94
508,2499,2024-08-14,Delivered,20486.71
509,1317,2025-04-12,Delivered,11068.1
510,4014,2024-04-04,Cancelled,1502.88
511,697,2024-08-30,Shipped,19976.35
512,4022,2025-01-08,Delivered,27855.47
513,1712,2024-06-03,Delivered,50606.31
514,1568,2025-10-30,Cancelled,65130.56
515,4816,2024-11-05,Shipped,69914.77
516,2194,2025-06-22,Cancelled,54353.99
517,4226,2025-12-08,Delivered,44337.09
518,4423,2025-10-02,Pending,42144.25
519,3375,2024-01-27,Pending,34272.57
520,4900,2024-02-10,Shipped,9898.33
521,4813,2025-08-01,Pending,65432.73
522,3210,2024-10-17,Pending,38529.56
523,2641,2024-07-02,Pending,63242.25
524,2007,2024-05-31,Delivered,71628.35
525,4636,2024-06-11,Delivered,24719.66
526,4677,2025-11-19,Cancelled,32588.88
527,1901,2025-12-23,Pending,5741.11
528,4595,2024-11-04,Cancelled,13683.39
529,3907,2025-01-08,Delivered,25837.37
530,4573,2024-02-24,Delivered,5658.73
531,269,2024-04-23,Delivered,30067.13
532,4529,2024-07-24,Pending,74521.76
533,4040,2024-02-07,Shipped,11025.57
534,1679,2025-11-28,Pending,4748.23
535,1240,2024-07-09,Shipped,35677.47
536,4212,2025-06-04,Delivered,34187.2
537,4376,2025-01-25,Pending,3898.97
538,577,2024-09-24,Cancelled,2588.59
539,3424,2025-05-11,Pending,20937.52
540,3247,2025-10-04,Cancelled,41215.6
541,3859,2025-04-03,Delivered,51972.37
542,2056,2024-03-06,Shipped,40202.28
543,1791,2025-05-06,Cancelled,22019.04
544,505,2025-05-06,Shipped,10920.2
545,520,2024-02-29,Cancelled,49131.73
546,4243,2024-06-07,Delivered,42804.14
547,2403,2024-10-26,Shipped,27641.61
548,314,2025-01-30,Shipped,50280.29
549,3410,2024-10-06,Pending,32237.82
550,3727,2025-08-08,Cancelled,9729.96
551,1562,2025-09-15,Shipped,72144.82
552,2189,2024-01-29,Pending,38781.47
553,1354,2025-05-07,Pending,48740.68
554,3712,2025-02-10,Cancelled,52624.15
555,3384,2024-02-24,Delivered,71401.18
556,2577,2025-02-28,Shipped,69339.07
557,3304,2024-06-15,Shipped,31072.13
558,1343,2025-05-17,Pending,13575.76
559,2546,2025-08-13,Cancelled,55309.39
560,2569,2025-02-19,Pending,67357.62
561,1006,2024-12-11,Pending,6514.26
562,1201,2024-04-21,Shipped,6718.38
563,3296,2025-10-27,Delivered,17217.12
564,143,2024-07-13,Pending,63520.27
565,1535,2025-05-15,Delivered,15921.8
566,1687,2024-08-07,Shipped,58952.97
567,438,2024-01-13,Pending,5469.04
568,1019,2024-01-13,Cancelled,67986.84
569,891,2025-08-20,Cancelled,47336.59
570,1682,2024-08-28,Shipped,60714.91
571,193,2025-06-05,Cancelled,69873.08
572,1860,2025-02-18,Cancelled,17009.58
573,1768,2025-06-21,Delivered,11932.54
574,603,2025-07-10,Delivered,3402.07
575,74,2025-02-18,Shipped,69595.94
576,2694,2024-09-07,Shipped,27130.6
577,3313,2024-03-20,Cancelled,55787.52
578,2020,2025-12-13,Pending,8295.59
579,2965,2025-12-03,Delivered,16004.99
580,4842,2024-09-30,Delivered,16085.29
581,2079,2024-07-25,Pending,60648.04
582,2689,2025-12-16,Shipped,31148.54
583,684,2024-07-06,Pending,53364.1
584,556,2025-06-14,Pending,45647.72
585,3064,2025-07-24,Cancelled,13039.5
586,2632,2025-09-08,Pending,59654.23
587,2260,2025-05-01,Delivered,2266.17
588,228,2024-03-02,Cancelled,13890.25
589,4334,2024-10-13,Cancelled,4161.22
590,1032,2025-04-17,Delivered,39554.67
591,3843,2024-05-23,Delivered,21080.95
592,1667,2025-07-19,Shipped,65476.66
593,3702,2024-06-26,Delivered,49365.58
594,4029,2024-05-20,Delivered,34007.49
595,1236,2025-08-31,Delivered,17192.25
596,4714,2025-06-05,Shipped,9649.3
597,310,2024-06-03,Cancelled,15234.21
598,1849,2024-03-16,Shipped,16681.26
599,1024,2025-11-02,Delivered,38325.61
600,630,2025-01-23,Shipped,32189.75
601,1787,2024-05-03,Shipped,11536.84
602,2881,2024-01-29,Cancelled,39283.09
603,3656,2025-04-11,Cancelled,1315.16
604,1608,2024-03-02,Shipped,725.36
605,407,2024-07-28,Shipped,9014.32
606,1544,2024-03-13,Pending,33999.84
607,499,2025-12-07,Delivered,31667.08
608,1544,2024-03-22,Pending,31580.51
609,1666,2025-11-07,Delivered,25388.31
610,4834,2024-12-28,Delivered,48239.11
611,2429,2024-05-08,Delivered,69949.01
612,223,2024-05-05,Cancelled,29016.25
613,4287,2025-11-13,Cancelled,26443.47
614,1064,2024-08-04,Cancelled,45146.03
615,2673,2024-05-16,Delivered,11498.97
616,2129,2025-06-01,Delivered,71254.71
617,4126,2025-12-19,Delivered,46385.38
618,619,2024-09-08,Pending,48657.31
619,3318,2024-09-07,Pending,72891.05
620,1767,2025-03-30,Shipped,42205.45
621,218,2024-05-21,Pending,15272.44
622,3695,2025-04-26,Shipped,43931.29
623,4845,2025-04-15,Pending,6751.87
624,1538,2025-12-15,Cancelled,42692.09
625,3383,2025-03-04,Cancelled,2370.88
626,281,2024-11-02,Delivered,17124.04
627,2942,2024-12-30,Pending,56739.53
628,1255,2024-12-18,Cancelled,27296.33
629,2632,2025-09-13,Delivered,43752.58
630,4064,2024-02-01,Delivered,40273.68
631,2851,2025-06-01,Pending,28665.44
632,3828,2024-03-16,Delivered,19238.77
633,321,2025-08-31,Delivered,27837.78
634,3306,2024-05-24,Delivered,44186.36
635,4157,2025-04-27,Delivered,20137.71
636,784,2025-04-09,Delivered,36737.76
637,1908,2024-06-17,Delivered,39030.5
638,3139,2024-03-17,Cancelled,55800.34
639,1834,2025-12-02,Delivered,58359.83
640,569,2024-11-11,Pending,6334.71
641,4634,2025-04-03,Shipped,14551.46
